vpdmfId	journalTitle	nlmId	abbr	ISSN
328	Aging & leisure living	7910857	Aging Leis Living	0194-455X
329	Age and ageing	0375655	Age Ageing	0002-0729
330	Aging	0050677	Aging	0002-0966
331	Agents and actions	0213341	Agents Actions	0065-4299
332	Aggiornamenti clinicoterapeutici	0376310	Aggiorn Clinico Ter	0002-0907
333	Agents and actions. Supplements	7801014	Agents Actions Suppl.	0379-0363
334	Die Agnes Karll-Schwester, der Krankenpfleger	0321470	Agnes Karll Schwest Krankenpfleger	XXXX-XXXX
335	Agressologie: revue internationale de physio-biologie et de pharmacologie appliquees aux effets de l'agression	0121575	Agressologie	0002-1148
336	Aichi Gakuin Daigaku Shigakkai shi	7501066	Aichi Gakuin Daigaku Shigakkai Shi	0044-6912
337	Archives of interamerican rheumatology : A.I.R	0253226	Arch Interam Rheumatol	XXXX-XXXX
338	Air and water pollution	0101051	Air Water Pollut	0568-3408
339	Aktuelle Gerontologie	0421403	Aktuelle Gerontol	0300-5704
340	Aktuelle Oto-Rhino-Laryngologie	0177222	Aktuelle Otorhinolaryngol	0065-5570
341	American journal of otolaryngology	8000029	Am J Otolaryngol	0196-0709
342	Aktuelle Probleme in der Chirurgie	0267464	Aktuelle Probl Chir	0065-5589
343	Aktuelle Probleme in Chirurgie und Orthopadie	7705398	Aktuelle Probl Chir Orthop	0378-8504
344	Adolescent psychiatry	1302147	Adolesc Psychiatry	0065-2008
345	Akusherstvo i ginekologiia	0370456	Akush Ginekol (Mosk)	0002-3906
346	Akusherstvo i ginekologiia	0370455	Akush Ginekol (Sofiia)	0324-0959
347	The Alabama journal of medical sciences	0376521	Ala J Med Sci	0002-4252
348	Brain & development	7909235	Brain Dev.	0387-7604
349	The Alabama nurse	14720150R	Ala Nurse	0002-4317
350	American College of Physicians observer	8102266	Am Coll Physicians Obs	0279-9529
351	Bulletin - Alameda County Dental Society	7503327	Bull Alameda Cty Dent Soc	0098-3764
352	The American journal of pediatric hematology/oncology	7908071	Am J Pediatr Hematol Oncol	0192-8562
353	Alaska medicine	0370457	Alaska Med	0002-4538
354	The American Journal of dermatopathology	7911005	Am J Dermatopathol	0193-1091
355	The Alaska nurse	0042336	Alaska Nurse	0002-4546
356	Alcoholism, clinical and experimental research	7707242	Alcohol. Clin. Exp. Res.	0145-6008
357	Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie. Albrecht von Graefe's archive for clinical and experimental ophthalmology	0044637	Albrecht Von Graefes Arch Klin Exp Ophthalmol	0065-6100
358	Alergia	0140326	Alergia	XXXX-XXXX
359	Alexandria dental journal : ADJ	9426498	Alex Dent J	1110-015X
360	L' Alimentation et la vie	0064233	Aliment Vie	0065-6267
361	Applied radiology	7708167	Appl Radiol	0160-9963
362	Allergie und Asthma	0313664	Allerg Asthma (Leipz)	0375-8443
363	Allergy	7804028	Allergy	0105-4538
364	Allergie- und Asthmaforschung	0370461	Allerg Asthmaforsch	0516-7132
365	Allergie und Immunologie	0314702	Allerg Immunol (Leipz)	0323-4398
366	Allied health and behavioral sciences	7806480	Allied Health Behav Sci	0190-0331
367	AHME journal	0362122	AHME J	0090-7782
368	AJR. American journal of roentgenology	7708173	AJR Am J Roentgenol	0361-803X
369	AIA journal. American Institute of Architects	9875078	AIA J	0001-1479
370	AJNR. American journal of neuroradiology	8003708	AJNR Am J Neuroradiol	0195-6108
371	Allergologia et immunopathologia	0370073	Allergol Immunopathol (Madr)	0301-0546
372	Alcohol health and research world	0365245	Alcohol Health Res World	0090-838X
373	Alabama medicine : journal of the Medical Association of the State of Alabama	8310343	Ala Med	0738-4947
374	The Alma mater	14730200R	Alma Mater (Baltimore)	0065-6445
375	The Alpha omegan	14730480R	Alpha Omegan	0002-6417
376	Altern und Entwicklung. Aging and development	1307126	Altern Entwickl Aging Dev	0084-6252
377	The Alumnae magazine	7706527	Alumnae Mag	0002-6700
378	Alumnae magazine (Columbia University-Presbyterian Hospital School of Nursing Alumnae Association)	0042365	Alumnae Mag Columbia Univ Presbyt Hosp Sch Nurs Alumnae Assoc	0069-634X
379	Alumni bulletin - School of Dentistry, Indiana University	7604908	Alumni Bull Sch Dent Indiana Univ	0073-7119
380	Alumni bulletin. University of Michigan. School of Dentistry	21430160R	Alumni Bull Univ Mich Sch Dent	0887-4387
381	Alumni magazine (Columbia University-Presbyterian Hospital School of Nursing Alumni Association)	8504267	Alumni Mag Columbia Univ Presbyt Hosp Sch Nurs Alumni Assoc	0898-4093
382	The American behavioral scientist	0055030	Am Behav Sci	0002-7642
383	American annals of the deaf	0414670	Am Ann Deaf	0002-726X
384	American archives of rehabilitation therapy	0370464	Am Arch Rehabil Ther	0002-7324
385	American Association of Industrial Nurses journal	7501070	Am Assoc Ind Nurses J	0098-6097
386	American corrective therapy journal	0135256	Am Correct Ther J	0002-8088
387	American family physician	1272646	Am Fam Physician	0002-838X
388	American heart journal	0370465	Am. Heart J.	0002-8703
389	American pharmacy	7801164	Am Pharm	0160-3450
390	American rehabilitation	7610370	Am Rehabil	0362-4048
391	The American imago; a psychoanalytic journal for the arts and sciences	0370466	Am Imago	0065-860X
392	American journal of art therapy	0237447	Am J Art Ther	0007-4764
393	American Industrial Hygiene Association journal	0371160	Am Ind Hyg Assoc J	0002-8894
394	American education	7703832	Am Educ	0002-8304
395	Annual meeting - American Institute of Oral Biology	7501078	Annu Meet Am Inst Oral Biol	0098-6119
396	The American journal of anatomy	0376312	Am. J. Anat.	0002-9106
397	American journal of botany	0370467	Am. J. Bot.	0002-9122
398	The American journal of cardiology	0207277	Am. J. Cardiol.	0002-9149
399	The American journal of Chinese medicine	0354717	Am J Chin Med (Gard City N Y)	0090-2942
400	The American journal of Chinese medicine	7901431	Am. J. Chin. Med.	0192-415X
401	The American journal of clinical hypnosis	0100626	Am J Clin Hypn	0002-9157
402	The American journal of clinical nutrition	0376027	Am. J. Clin. Nutr.	0002-9165
403	American journal of clinical oncology	8207754	Am. J. Clin. Oncol.	0277-3732
404	American journal of clinical pathology	0370470	Am. J. Clin. Pathol.	0002-9173
405	American journal of community psychology	0364535	Am J Community Psychol	0091-0562
406	American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics	8610224	Am J Orthod Dentofacial Orthop	0889-5406
407	The American journal of digestive diseases	0404011	Am J Dig Dis	0002-9211
408	American journal of economics and sociology	14820160R	Am J Econ Sociol	0002-9246
409	American journal of diseases of children (1960)	0370471	Am. J. Dis. Child.	0002-922X
410	The American journal of drug and alcohol abuse	7502510	Am J Drug Alcohol Abuse	0095-2990
411	American journal of epidemiology	7910653	Am. J. Epidemiol.	0002-9262
412	American journal of hematology	7610369	Am. J. Hematol.	0361-8609
413	American journal of kidney diseases : the official journal of the National Kidney Foundation	8110075	Am. J. Kidney Dis.	0272-6386
414	American journal of health planning	7701759	Am J Health Plann	0363-7719
415	The American journal of forensic medicine and pathology	8108948	Am J Forensic Med Pathol	0195-7910
416	The American journal of gastroenterology	0421030	Am. J. Gastroenterol.	0002-9270
417	American journal of hospital pharmacy	0370474	Am J Hosp Pharm	0002-9289
418	American journal of human genetics	0370475	Am. J. Hum. Genet.	0002-9297
419	American journal of industrial medicine	8101110	Am. J. Ind. Med.	0271-3586
420	American journal of law & medicine	7509572	Am J Law Med	0098-8588
421	The American journal of medicine	0267200	Am. J. Med.	0002-9343
422	The American journal of medical electronics	0061651	Am J Med Electron	0096-5286
423	The American journal of the medical sciences	0370506	Am. J. Med. Sci.	0002-9629
424	American journal of medical genetics	7708900	Am. J. Med. Genet.	0148-7299
425	The American journal of medical technology	0370505	Am J Med Technol	0002-9335
426	American journal of mental deficiency	0372647	Am J Ment Defic	0002-9351
427	American journal of nephrology	8109361	Am. J. Nephrol.	0250-8095
428	The American journal of nursing	0372646	Am J Nurs	0002-936X
429	American journal of obstetrics and gynecology	0370476	Am. J. Obstet. Gynecol.	0002-9378
430	The American journal of occupational therapy : official publication of the American Occupational Therapy Association	7705978	Am J Occup Ther	0272-9490
431	American journal of ophthalmology	0370500	Am. J. Ophthalmol.	0002-9394
432	American journal of optometry and archives of American Academy of Optometry	0420462	Am J Optom Arch Am Acad Optom	0002-9408
433	American journal of optometry and physiological optics	0417614	Am J Optom Physiol Opt	0093-7002
434	American journal of orthodontics	0370501	Am J Orthod	0002-9416
435	The American journal of orthopedic surgery	7611912	Am J Orthop Surg	0065-9002
436	The American journal of orthopsychiatry	0400640	Am J Orthopsychiatry	0002-9432
437	The American journal of otology	7909513	Am J Otol	0192-9763
438	American journal of pharmaceutical education	0372650	Am J Pharm Educ	0002-9459
439	The American journal of pathology	0370502	Am. J. Pathol.	0002-9440
440	American journal of pharmacy and the sciences supporting public health	0416354	Am J Pharm Sci Support Public Health	0002-9467
441	American journal of physical anthropology	0400654	Am. J. Phys. Anthropol.	0002-9483
442	American journal of physical medicine	0370503	Am J Phys Med	0002-9491
443	The American journal of physiology	0370511	Am. J. Physiol.	0002-9513
444	American journal of practical nursing	0001470	Am J Pract Nurs	0569-6054
445	American journal of proctology	0370472	Am J Proctol	0002-9521
446	American journal of proctology, gastroenterology & colon & rectal surgery	7910860	Am J Proctol Gastroenterol Colon Rectal Surg	0162-6566
447	The American journal of psychiatry	0370512	Am J Psychiatry	0002-953X
448	American journal of psychoanalysis	0372630	Am J Psychoanal	0002-9548
449	The American journal of psychology	0370513	Am J Psychol	0002-9556
450	American journal of psychotherapy	0110672	Am J Psychother	0002-9564
451	American journal of public health	1254074	Am J Public Health	0090-0036
452	American journal of reproductive immunology and microbiology : AJRIM	8501543	Am J Reprod Immunol Microbiol	8755-8920
453	The American journal of roentgenology, radium therapy, and nuclear medicine	7605534	Am J Roentgenol Radium Ther Nucl Med	0002-9580
454	The American journal of EEG technology	0370504	Am J EEG Technol	0002-9238
455	The American journal of sports medicine	7609541	Am J Sports Med	0363-5465
456	American medical news	0226412	Am Med News	0001-1843
457	AJS; American journal of sociology	0234014	Am. J. Sociol.	0002-9602
458	The American journal of surgical pathology	7707904	Am. J. Surg. Pathol.	0147-5185
459	American journal of surgery	0370473	Am. J. Surg.	0002-9610
460	American laundry digest	9877761	Am Laund Dig	0002-9718
461	The American journal of tropical medicine and hygiene	0370507	Am. J. Trop. Med. Hyg.	0002-9637
462	American journal of veterinary research	0375011	Am. J. Vet. Res.	0002-9645
463	The American nurse	7506499	Am Nurse	0098-1486
464	American Lung Association bulletin	0404016	Am Lung Assoc Bull	0092-5659
465	The American orthoptic journal	0370520	Am Orthopt J	0065-955X
466	The American psychologist	0370521	Am Psychol	0003-066X
467	The American review of respiratory disease	0370523	Am. Rev. Respir. Dis.	0003-0805
468	American scientist	0370514	Am. Sci.	0003-0996
469	American sociological review	0370515	Am Sociol Rev	0003-1224
470	The American surgeon	0370522	Am Surg	0003-1348
471	American zoologist	0370516	Am. Zool.	0003-1569
472	Anais da Academia Brasileira de Ciencias	7503280	An. Acad. Bras. Cienc.	0001-3765
473	Anais brasileiros de dermatologia	0067662	An Bras Dermatol	0365-0596
474	Anais brasileiros de ginecologia	1263440	An Bras Ginecol	XXXX-XXXX
475	Anales de cirugia	0376524	An Cir (Rosario)	0066-1465
476	Anais da Escola Nacional de Saude Publica e de Medicina Tropical	7500780	An Esc Nacl Saude Publica Med Trop (Lisb)	0075-9767
477	Analytical and quantitative cytology	7911206	Anal Quant Cytol	0190-0471
478	Anales espanoles de odontoestomatologia	0370533	An Esp Odontoestomatol	0003-2557
479	Anales espanoles de pediatria	0420463	An. Esp. Pediatr.	0302-4342
480	Anales. Universidad Nacional Mayor de San Marcos. Facultad de Medicina	18330640R	An Fac Med Lima	XXXX-XXXX
481	Anales de la Facultad de Medicina, Universidad de la Republica, Montevideo, Uruguay	7506831	An Fac Med Univ Repub Montev Urug	0365-2297
482	Anales de la Facultad de Odontologia	7506832	An Fac Odontol	0797-034X
483	Anais da Faculdade de Odontologia da Universidade Federal de Pernambuco	7502729	An Fac Odontol Univ Fed Pernambuco	0083-3908
484	Anasthesie, Intensivtherapie, Notfallmedizin	8005775	Anasth Intensivther Notfallmed	0174-1837
485	Anais do Instituto de Higiene e Medicina Tropical	7500781	An Inst Hig Med Trop (Lisb)	0303-7762
486	Anales - Instituto de Investigaciones Odontologicas, Universidad del Zulia	7506829	An Inst Invest Odontol (Maracaibo)	XXXX-XXXX
487	Anais do Instituto de Medicina Tropical	7502512	An Inst Med Trop (Lisb)	0365-3307
488	Anales de medicina: Cirugia	0377477	An Med Cir	0517-6816
489	Anales de medicina: Especialidades	0400163	An Med Espec	0517-6832
490	Anales de medicina: Medicina	0377500	An Med Med	0517-6824
491	Anais de microbiologia	0413653	An Microbiol (Rio J)	0485-1854
492	Anales otorrinolaringologicos ibero-americanos	7605535	An Otorrinolaringol Ibero Am	0303-8874
493	Anais paulistas de medicina e cirurgia	0373070	An Paul Med Cir	0003-245X
494	Anales del Programa Academico de Medicina / Universidad Nacional Mayor de San Marcos de Lima	0264671	An Programa Acad Med (Lima)	0300-9025
495	Anales de la Real Academia de Farmacia	14490140R	An Real Acad Farm	0034-0618
496	Anales de la Real Academia Nacional de Medicina	7505188	An R Acad Nac Med (Madr)	0034-0634
497	ANA clinical sessions	7511412	ANA Clin Sess	0065-9495
498	American Nurses Association Publications	9870008	ANA Publ	XXXX-XXXX
499	ANA clinical conferences	7509335	ANA Clin Conf	0093-0423
500	Anaesthesia and intensive care	0342017	Anaesth Intensive Care	0310-057X
501	Anaesthesia, resuscitation, and intensive therapy	0371112	Anaesth Resusc Intensive Ther	0301-0864
502	Anaesthesia	0370524	Anaesthesia	0003-2409
503	Anasthesiologische und intensivmedizinische Praxis	0436571	Anasthesiol Intensivmed Prax	0303-6200
504	Der Anaesthesist	0370525	Anaesthesist	0003-2417
505	Analytical biochemistry	0370535	Anal. Biochem.	0003-2697
506	Analytical chemistry	0370536	Anal. Chem.	0003-2700
507	Analytica chimica acta	0370534	Anal. Chim. Acta	0003-2670
508	The Analyst	0372652	Analyst	0003-2654
509	Anatomischer Anzeiger	0370541	Anat Anz	0003-2786
510	Anatomia, histologia, embryologia	7704218	Anat Histol Embryol	0340-2096
511	Anatomy and embryology	7505194	Anat. Embryol.	0340-2061
512	The Anatomical record	0370540	Anat. Rec.	0003-276X
513	The Anatomical record. Supplement : an offical publication of the American Association of Anatomists	8402176	Anat Rec Suppl	0749-3002
514	Andrologia	0423506	Andrologia	0303-4569
515	Andrologie	0423126	Andrologie	XXXX-XXXX
516	ANEC	1304656	ANEC	0044-930X
517	Anesthesia and analgesia	1310650	Anesth. Analg.	0003-2999
518	Anesthesie, analgesie, reanimation	0404017	Anesth Analg (Paris)	0003-3014
519	Anesthesia progress	0043533	Anesth Prog	0003-3006
520	Anesthesiology	1300217	Anesthesiology	0003-3022
521	Anesteziologiia i reanimatologiia	7705399	Anesteziol Reanimatol	0201-7563
522	Angeiologie	0060612	Angeiologie	0003-3049
523	American journal of infection control	8004854	Am J Infect Control	0196-6553
524	Angewandte Chemie (International ed. in English)	0370543	Angew. Chem. Int. Ed. Engl.	1433-7851
525	Angewandte Parasitologie	0370544	Angew Parasitol	0003-3162
526	Angiologia	0370545	Angiologia	0003-3170
527	Angiologica	0427125	Angiologica	0003-3189
528	Angiology	0203706	Angiology	0003-3197
529	The Angle orthodontist	0370550	Angle Orthod	0003-3219
530	Anglo-German medical review. Deutsch-englische medizinische Rundschau	7611915	Anglo Ger Med Rev	0003-3332
531	Animal behaviour	0376746	Anim Behav	0003-3472
532	Animal blood groups and biochemical genetics	0263344	Anim Blood Groups Biochem Genet	0003-3480
533	Animal blood groups and biochemical genetics. Supplement	0356270	Anim Blood Groups Biochem Genet Suppl	0300-5518
534	Animal genetics	8605704	Anim. Genet.	0268-9146
535	Annales Academiae Medicae Stetinensis	7506854	Ann Acad Med Stetin	1427-440X
536	Suomalainen Tiedeakatemia toimituksia. Sar. A.4: Biologica	0413756	Ann Acad Sci Fenn Biol	0066-1988
537	Annales Academiae Medicae Stetinensis. Suplement	7506853	Ann Acad Med Stetin Supl	1427-4930
538	Annales Academiae Scientiarum Fennicae. Ser. A.5, Medica	7604095	Ann Acad Sci Fenn A	0066-1996
539	Annals of allergy	0372346	Ann Allergy	0003-4738
540	Annales d'anatomie pathologique	0370553	Ann Anat Pathol (Paris)	0003-3871
541	Annales de l'anesthesiologie francaise	0372332	Ann Anesthesiol Fr	0003-4061
542	The Annals of applied biology	0064717	Ann. Appl. Biol.	0003-4746
543	Annals of the Australian College of Dental Surgeons	7513553	Ann Aust Coll Dent Surg	0004-8895
544	Annals of emergency medicine	8002646	Ann Emerg Med	0196-0644
545	Annales de biologie animale, biochimie, biophysique	0040752	Ann Biol Anim Biochim Biophys	0003-388X
546	Annales de biologie clinique	2984690R	Ann. Biol. Clin. (Paris)	0003-3898
547	Annales francaises d'anesthesie et de reanimation	8213275	Ann Fr Anesth Reanim	0750-7658
548	Annals of biomedical engineering	0361512	Ann Biomed Eng	0090-6964
549	Annales de cardiologie et d'angeiologie	0142167	Ann Cardiol Angeiol (Paris)	0003-3928
550	Annales de chirurgie	0140722	Ann Chir	0003-3944
551	Annales chirurgiae et gynaecologiae Fenniae	7609198	Ann Chir Gynaecol Fenn	0003-3855
552	Annales de chirurgie infantile	0376315	Ann Chir Infant	0003-3952
